"Comp.1" "Comp.2" "Comp.3"
"1" 0.816649897544778 1.12001616467064 0.868310589264139
"2" 0.57791210145902 1.2869139821675 -0.552056698593196
"3" 0.810849001752601 1.52982001972805 -0.194893303697358
"4" -0.101979334302019 1.0721668019486 -0.264940318383885
"5" -1.05948093634598 0.935872248786174 0.0836496456492012
"6" -1.50375697143994 0.7373563118919 0.340498785811622
"8" -1.47771716440433 0.781495703139766 0.719495463070125
"12" -1.46036629742986 0.741095894643717 0.501933746317212
"13" -1.37440087444542 0.541460686560005 0.0290727309343983
"14" -1.04640357827809 0.80097291434014 -0.32413406247104
"15" -0.659469754015746 1.00527137837571 -0.11522186555078
"16" -0.327145452235045 1.23517605331676 -0.264660286158746
"17" -0.065224878394036 1.66402201145019 -0.570995675609745
"18" 0.126217038900258 1.21062359296175 -0.915680148171037
"19" 0.316907902344992 1.38599692800545 -0.714094793789795
"20" 1.1226588775437 1.30309269501313 -0.0691740389450074
"21" 1.33954327124085 1.30939041049909 0.125002402871325
"22" 0.702174240267972 1.34666421667286 -0.272026525055018
"23" 0.431273328880099 1.57003479809802 -0.437884420166716
"24" -0.0914276070250875 1.72139848012761 -0.551337933951916
"25" -1.45935176406777 0.719661885777451 0.196065160692652
"26" -1.87978246717716 0.300445178704405 0.453487440649214
"27" -2.06068739020149 0.139708708060781 0.547821280369186
"28" -1.99855454556436 -0.0281593837735591 0.607098588840943
"29" -1.80720810907217 0.238479243366975 0.798034191786352
"30" -1.48240445640725 0.686466318663888 0.939358205428298
"31" -1.84656701115729 0.488124164558799 0.502437630797741
"32" -1.66391843553341 -0.13171069412099 0.389506161589549
"33" -1.85585332123063 -0.130239636803008 0.579391372318076
"34" -1.44271321740078 0.367611314183885 0.52537988969102
"35" -1.03311474272092 0.937539593368927 0.262168650590107
"36" -0.542093545190661 1.184163970896 -0.0462373242694959
"37" -0.383276552380145 1.27404719037513 -0.11093663379425
"38" 0.704619841780886 1.32576864469303 -0.272158377933303
"39" 0.703870325997725 1.55447477308099 -0.296477297930482
"40" 0.96214305210436 1.07880994526341 -0.29527815930483
"41" 0.95399800373201 1.04729510651095 -0.283759932089897
"42" 1.76653225343599 0.869606433364705 0.364830538411143
"43" 1.17130471826333 1.09458051894626 -0.094492987940378
"53" 1.67905866238629 -0.765922896916168 0.0162353451174146
"55" 1.00415314771714 -0.121933405981361 -0.410108855735713
"56" 0.699988091076758 0.123800247411327 -0.545480388217968
"57" -0.19493496920705 1.1715296417912 -0.388595708747794
"58" -0.668127780453655 1.24503529684227 0.0718867068367664
"59" -0.892827227705586 1.11373830269359 0.308762503098722
"61" -0.307477234056409 0.471957756016015 -0.610120342378405
"62" 0.161878374984083 0.289864622198831 -0.645287597582323
"63" -0.24891978082188 0.610355826419831 -0.478458482056956
"64" -1.10395188753659 0.683841098746518 -0.254316961443954
"65" -0.307513517155408 0.188810193794283 -0.579057795230568
"66" -0.564148098113059 0.721008073397004 -0.588073715300114
"67" -0.00180305406239092 0.551381998313843 -0.30706461526176
"68" -0.00817590004169123 0.898486422238926 -0.543597811812629
"69" -0.212696195641431 0.715524307587236 -0.321041282869962
"70" -0.205657419866359 0.854473876367751 -0.343236558648374
"71" -0.347064764682457 1.29671894303707 -0.456489164014473
"72" -0.604715305167027 1.06557462138813 -0.3808539393546
"73" -0.808785673098511 1.1622993589054 -0.599007277324347
"74" -0.443092483272653 1.05777794334849 -0.744840666369182
"75" -0.579888679959248 1.12487942026129 -0.821551728052153
"76" -0.245870865869725 1.28779873022054 -0.555709943572144
"77" 0.582032250862443 -0.230704595136702 -0.594647838062698
"78" 0.548368123788207 -0.70880992238953 -0.713733800074503
"79" 0.668137731414701 -0.837841953475648 -0.613377477380606
"80" 0.934347869400412 -1.00484066013148 -0.449052055085768
"81" 0.947196129388186 -0.874414947498286 -0.680874111801935
"82" 0.54502061665006 0.292252002712627 -0.820113160061572
"85" 1.31204580176312 1.00420343264424 -0.0191375140027887
"87" 1.27495805088743 1.35635132422415 -0.0210021851113252
"88" 1.76795118041416 0.975553038437145 0.351816201254076
"89" 2.96881863502845 -0.192992963234318 1.33889552102033
"93" 1.85960354297872 0.91713065136455 0.472275885622404
"94" 0.378844533257867 0.974156613008584 -0.525485079154584
"95" -0.109727406355176 0.810391068456811 -0.228583732889291
"96" -1.02959062363473 0.122557853467725 0.143174441682526
"97" -1.07779124893985 0.72315377377982 0.125088972956424
"98" -0.756961639497139 0.0705522034977139 0.0837350338925422
"99" -1.29359247563197 0.498419894950781 0.3633926862846
"100" -1.70721129765935 1.8853906140951 1.23538640684187
"101" -1.82501947485498 1.98889062111021 1.13588568965073
"102" -1.68596929431243 1.49079005563237 1.05278429577489
"103" -1.85811043851106 1.5028320509243 1.01710370068588
"104" -1.72101466533156 1.27799037824236 1.110802920372
"105" -1.92683708114615 0.975096528363401 0.528556662923504
"106" -1.88546340404049 1.27158286851264 0.250293335953995
"107" -2.0188576393904 1.92707659314134 0.924973116918559
"108" -1.47163412632559 0.671593680576203 0.725515073310563
"109" -1.10701719807415 0.630392771379473 0.573808849274142
"110" -0.866416250116648 0.695685065863495 0.328420644302143
"111" -0.213621508692849 1.22914469719415 -0.171597866269145
"112" 0.79058075182529 1.09483401212614 -0.331968248684704
"113" 0.42910887404361 0.958626753295751 -0.163936174965065
"114" 0.437853811352671 0.945779091763667 -0.375995734499967
"115" 0.00904736596159728 0.81596419323265 -0.141992068760298
"116" -0.724337237164368 1.35015781869897 0.116024038903467
"117" -0.419014408106895 1.26406571490339 0.232756057850172
"118" 0.548969661410177 1.07673989835583 0.114056778610821
"119" 0.8745258898945 0.989595165469867 -0.403555619420465
"120" 1.42799003293215 1.00539215718545 0.0707372730082868
"121" 2.05138189047359 1.04906354047716 0.677544554280522
"122" 3.74849445037419 0.81101283394789 2.30015088213573
"129" 1.03124126003028 0.110544856455283 -0.0527878846260204
"130" 0.606521436084835 -0.0997074844829029 -0.0188249727622878
"131" 0.434442132942405 0.178436925658582 -0.698151097659649
"132" 0.262599629972065 -0.0946828495128865 -0.498071581859729
"133" -0.615135434356245 -0.578155864106165 0.219196613544075
"134" -0.769580780514933 -0.724050513343828 0.388109126331915
"136" -0.649486867763951 -0.65604863913634 0.261745358132863
"137" -1.35633156193271 -0.912011352150305 0.580066096859006
"138" -1.78516017133116 -0.327189884209986 0.735783594015677
